Alt (m),Mach number,Throttle,Power (W),SFC (gr/MJ),PCN HP,PCN LP,PCN PT,Inlet airflow (kg/s),Fuel flow (kg/s),eta,ISA dev C,P3 (bar),T3 (K),FAR,Residual thrust (N),,,Power (kW)
7010.4,0.2,0.77,900000,80.1,0.93,0.96,1,4.37,0.07,0.29,-10,7.72,608.57,0.02,1373.7,,,900
7010.4,0.2,0.85,1000000,79.82,0.95,1,1,4.61,0.08,0.29,-10,8.26,621.91,0.02,1575.29,,,1000
7010.4,0.2,0.94,1100000,80.05,0.97,1.03,1,4.83,0.09,0.29,-10,8.8,635.95,0.02,1792.02,,,1100
7010.4,0.2,1.02,1200000,80.81,0.98,1.05,1,5.02,0.1,0.29,-10,9.33,651.83,0.02,2017.86,,,1200
7010.4,0.3,0.08,100040,193.29,0.71,0.49,1,1.81,0.02,0.12,-10,2.73,467.92,0.01,90.55,,,100.04
7010.4,0.3,0.17,200010,129.63,0.76,0.64,1,2.36,0.03,0.18,-10,3.64,501.84,0.01,209.07,,,200.01
7010.4,0.3,0.25,300000,107.38,0.8,0.73,1,2.74,0.03,0.22,-10,4.35,525.08,0.01,329.67,,,300
7010.4,0.3,0.33,400000,95.86,0.82,0.79,1,3.06,0.04,0.24,-10,4.96,542.4,0.01,454.24,,,400
7010.4,0.3,0.42,500000,88.93,0.85,0.83,1,3.36,0.04,0.26,-10,5.53,556.54,0.01,587.16,,,500
7010.4,0.3,0.5,600000,84.5,0.87,0.86,1,3.64,0.05,0.27,-10,6.1,569.05,0.02,733.79,,,600
7010.4,0.3,0.58,700000,81.72,0.89,0.9,1,3.92,0.06,0.28,-10,6.66,581.33,0.02,892.47,,,700
7010.4,0.3,0.66,800000,80.27,0.91,0.92,1,4.16,0.06,0.29,-10,7.2,594.99,0.02,1061.31,,,800
7010.4,0.3,0.75,900000,79.46,0.93,0.95,1,4.4,0.07,0.29,-10,7.74,608.29,0.02,1242.33,,,900
7010.4,0.3,0.83,1000000,79.2,0.95,0.99,1,4.64,0.08,0.29,-10,8.29,621.36,0.02,1438.84,,,1000
7010.4,0.3,0.91,1100000,79.4,0.96,1.02,1,4.86,0.09,0.29,-10,8.84,634.92,0.02,1650.64,,,1100
7010.4,0.3,1,1200000,80.06,0.98,1.04,1,5.07,0.1,0.29,-10,9.38,649.62,0.02,1874.45,,,1200
7010.4,0.3,1.08,1300000,81.11,1,1.07,1,5.26,0.11,0.29,-10,9.9,665.64,0.02,2109.86,,,1300
7010.4,0.4,0.08,100040,190.4,0.71,0.48,1,1.82,0.02,0.12,-10,2.74,468.9,0.01,34.64,,,100.04
7010.4,0.4,0.16,200010,127.81,0.75,0.63,1,2.37,0.03,0.18,-10,3.65,502.67,0.01,136.61,,,200.01
7010.4,0.4,0.24,300000,106.02,0.79,0.72,1,2.76,0.03,0.22,-10,4.36,525.88,0.01,245.7,,,300
7010.4,0.4,0.32,400000,94.79,0.82,0.77,1,3.08,0.04,0.24,-10,4.97,543.46,0.01,360.78,,,400
7010.4,0.4,0.4,500000,88.03,0.84,0.82,1,3.37,0.04,0.26,-10,5.55,557.75,0.01,484.9,,,500
7010.4,0.4,0.48,600000,83.7,0.87,0.85,1,3.66,0.05,0.28,-10,6.12,570.35,0.02,622.57,,,600
7010.4,0.4,0.56,700000,80.89,0.89,0.89,1,3.94,0.06,0.29,-10,6.68,582.02,0.02,774.27,,,700
7010.4,0.4,0.64,800000,79.4,0.91,0.92,1,4.2,0.06,0.29,-10,7.23,595,0.02,937.29,,,800
7010.4,0.4,0.72,900000,78.63,0.93,0.94,1,4.44,0.07,0.29,-10,7.77,608.1,0.02,1111.92,,,900
7010.4,0.4,0.8,1000000,78.38,0.94,0.97,1,4.68,0.08,0.3,-10,8.33,620.96,0.02,1301.55,,,1000
7010.4,0.4,0.88,1100000,78.47,0.96,1,1,4.92,0.09,0.3,-10,8.88,633.55,0.02,1507.29,,,1100
7010.4,0.4,0.96,1200000,79,0.98,1.03,1,5.14,0.09,0.29,-10,9.43,647.02,0.02,1728.26,,,1200
7010.4,0.4,1.04,1300000,80.05,0.99,1.06,1,5.34,0.1,0.29,-10,9.98,662.11,0.02,1964.1,,,1300
7010.4,0.5,0.15,200010,125.55,0.75,0.61,1,2.39,0.03,0.18,-10,3.67,503.87,0.01,63.05,,,200.01
7010.4,0.5,0.23,300000,104.28,0.79,0.7,1,2.78,0.03,0.22,-10,4.37,526.91,0.01,160.56,,,300
7010.4,0.5,0.31,400000,93.36,0.82,0.76,1,3.1,0.04,0.25,-10,4.99,544.68,0.01,266.18,,,400
7010.4,0.5,0.39,500000,86.8,0.84,0.8,1,3.39,0.04,0.27,-10,5.56,559.15,0.01,381.33,,,500
7010.4,0.5,0.46,600000,82.7,0.86,0.84,1,3.68,0.05,0.28,-10,6.13,572.13,0.01,510.94,,,600
7010.4,0.5,0.54,700000,79.97,0.88,0.87,1,3.96,0.06,0.29,-10,6.7,583.69,0.02,654.47,,,700
7010.4,0.5,0.62,800000,78.28,0.9,0.9,1,4.24,0.06,0.3,-10,7.27,595.01,0.02,812.13,,,800
7010.4,0.5,0.69,900000,77.53,0.92,0.93,1,4.48,0.07,0.3,-10,7.81,607.94,0.02,979.49,,,900
7010.4,0.5,0.77,1000000,77.31,0.94,0.96,1,4.72,0.08,0.3,-10,8.37,620.62,0.02,1161.71,,,1000
7010.4,0.5,0.85,1100000,77.47,0.95,0.99,1,4.97,0.09,0.3,-10,8.93,633.05,0.02,1363.04,,,1100
7010.4,0.5,0.93,1200000,77.96,0.97,1.02,1,5.21,0.09,0.3,-10,9.5,645.47,0.02,1581.85,,,1200
7010.4,0.5,1,1300000,78.74,0.99,1.05,1,5.44,0.1,0.29,-10,10.07,658.54,0.02,1813.75,,,1300
7010.4,0.6,0.22,300000,102.13,0.78,0.67,1,2.81,0.03,0.23,-10,4.39,528.12,0.01,73.79,,,300
7010.4,0.6,0.3,400000,91.57,0.81,0.74,1,3.13,0.04,0.25,-10,5.01,545.94,0.01,169.91,,,400
7010.4,0.6,0.37,500000,85.33,0.84,0.78,1,3.42,0.04,0.27,-10,5.58,560.82,0.01,276.88,,,500
7010.4,0.6,0.44,600000,81.42,0.86,0.82,1,3.71,0.05,0.28,-10,6.15,573.98,0.01,398.09,,,600
7010.4,0.6,0.52,700000,78.86,0.88,0.86,1,3.99,0.06,0.29,-10,6.72,585.93,0.02,533.33,,,700
7010.4,0.6,0.59,800000,77.16,0.9,0.89,1,4.27,0.06,0.3,-10,7.3,596.87,0.02,682.66,,,800
7010.4,0.6,0.67,900000,76.22,0.92,0.92,1,4.54,0.07,0.3,-10,7.87,607.97,0.02,845.25,,,900
7010.4,0.6,0.74,1000000,76.05,0.93,0.94,1,4.79,0.08,0.3,-10,8.42,620.45,0.02,1021.22,,,1000
7010.4,0.6,0.81,1100000,76.26,0.95,0.97,1,5.03,0.08,0.3,-10,8.99,632.75,0.02,1216.1,,,1100
7010.4,0.6,0.89,1200000,76.75,0.96,0.99,1,5.28,0.09,0.3,-10,9.56,644.78,0.02,1428.2,,,1200
7010.4,0.6,0.96,1300000,77.48,0.98,1.02,1,5.52,0.1,0.3,-10,10.15,656.79,0.02,1657.91,,,1300
7010.4,0.6,1.04,1400000,78.57,1,1.05,1,5.76,0.11,0.3,-10,10.74,669.55,0.02,1909.41,,,1400
7315.2,0,0.09,100040,192.59,0.71,0.52,1,1.75,0.02,0.12,-10,2.65,464.73,0.01,252.33,,,100.04
7315.2,0,0.18,200010,129.5,0.76,0.67,1,2.28,0.03,0.18,-10,3.55,499.4,0.01,419.59,,,200.01
7315.2,0,0.27,300000,107.34,0.8,0.75,1,2.66,0.03,0.22,-10,4.24,522.57,0.01,575.11,,,300
7315.2,0,0.36,400000,95.86,0.83,0.81,1,2.98,0.04,0.24,-10,4.84,539.6,0.01,729.39,,,400
7315.2,0,0.45,500000,88.95,0.85,0.84,1,3.27,0.04,0.26,-10,5.41,553.56,0.02,891.8,,,500
7315.2,0,0.54,600000,84.69,0.88,0.88,1,3.55,0.05,0.27,-10,5.98,566.58,0.02,1067.66,,,600
7315.2,0,0.63,700000,82.43,0.9,0.91,1,3.8,0.06,0.28,-10,6.52,581.33,0.02,1250.76,,,700
7315.2,0,0.72,800000,81.11,0.92,0.95,1,4.04,0.06,0.29,-10,7.06,595.69,0.02,1445.86,,,800
7315.2,0,0.81,900000,80.39,0.94,0.98,1,4.28,0.07,0.29,-10,7.6,609.62,0.02,1652.53,,,900
7315.2,0,0.9,1000000,80.4,0.96,1.01,1,4.5,0.08,0.29,-10,8.14,624.51,0.02,1872.97,,,1000
7315.2,0,0.99,1100000,81,0.97,1.04,1,4.7,0.09,0.29,-10,8.66,640.97,0.02,2103.72,,,1100
7315.2,0,1.08,1200000,82.02,0.99,1.07,1,4.88,0.1,0.28,-10,9.17,658.78,0.02,2343.93,,,1200
7315.2,0.1,0.09,100040,192.24,0.71,0.52,1,1.75,0.02,0.12,-10,2.65,464.93,0.01,199.11,,,100.04
7315.2,0.1,0.18,200010,129.27,0.76,0.66,1,2.28,0.03,0.18,-10,3.55,499.53,0.01,350.24,,,200.01
7315.2,0.1,0.27,300000,107.15,0.8,0.75,1,2.66,0.03,0.22,-10,4.24,522.68,0.01,494.33,,,300
7315.2,0.1,0.36,400000,95.72,0.83,0.81,1,2.98,0.04,0.24,-10,4.84,539.76,0.01,639.04,,,400
7315.2,0.1,0.45,500000,88.83,0.85,0.84,1,3.27,0.04,0.26,-10,5.42,553.71,0.02,792.53,,,500
7315.2,0.1,0.53,600000,84.57,0.88,0.88,1,3.56,0.05,0.27,-10,5.98,566.68,0.02,959.87,,,600
7315.2,0.1,0.62,700000,82.3,0.9,0.91,1,3.81,0.06,0.28,-10,6.53,581.3,0.02,1135.7,,,700
7315.2,0.1,0.71,800000,80.98,0.92,0.94,1,4.05,0.06,0.29,-10,7.07,595.65,0.02,1323.62,,,800
7315.2,0.1,0.8,900000,80.26,0.94,0.98,1,4.28,0.07,0.29,-10,7.6,609.48,0.02,1523.43,,,900
7315.2,0.1,0.89,1000000,80.27,0.96,1.01,1,4.51,0.08,0.29,-10,8.14,624.29,0.02,1737.47,,,1000
7315.2,0.1,0.98,1100000,80.84,0.97,1.04,1,4.71,0.09,0.29,-10,8.67,640.52,0.02,1963.06,,,1100
7315.2,0.1,1.07,1200000,81.85,0.99,1.07,1,4.89,0.1,0.28,-10,9.18,658.08,0.02,2198.85,,,1200
7315.2,0.2,0.09,100040,191.17,0.71,0.51,1,1.76,0.02,0.12,-10,2.66,465.48,0.01,145.86,,,100.04
7315.2,0.2,0.18,200010,128.55,0.76,0.66,1,2.29,0.03,0.18,-10,3.55,499.89,0.01,280.92,,,200.01
7315.2,0.2,0.26,300000,106.59,0.8,0.75,1,2.67,0.03,0.22,-10,4.24,523.01,0.01,413.65,,,300
7315.2,0.2,0.35,400000,95.28,0.83,0.8,1,2.98,0.04,0.24,-10,4.85,540.23,0.01,548.86,,,400
7315.2,0.2,0.44,500000,88.47,0.85,0.84,1,3.28,0.04,0.26,-10,5.42,554.29,0.01,693.43,,,500
7315.2,0.2,0.53,600000,84.21,0.88,0.88,1,3.57,0.05,0.28,-10,5.99,567.03,0.02,852.48,,,600
7315.2,0.2,0.61,700000,81.9,0.9,0.91,1,3.82,0.06,0.28,-10,6.54,581.29,0.02,1021.51,,,700
7315.2,0.2,0.7,800000,80.61,0.92,0.94,1,4.06,0.06,0.29,-10,7.08,595.55,0.02,1202.53,,,800
7315.2,0.2,0.79,900000,79.9,0.94,0.97,1,4.3,0.07,0.29,-10,7.62,609.25,0.02,1395.58,,,900
7315.2,0.2,0.88,1000000,79.87,0.95,1.01,1,4.53,0.08,0.29,-10,8.16,623.66,0.02,1604.16,,,1000
7315.2,0.2,0.97,1100000,80.38,0.97,1.04,1,4.74,0.09,0.29,-10,8.69,639.19,0.02,1826.01,,,1100
7315.2,0.2,1.05,1200000,81.35,0.99,1.06,1,4.92,0.1,0.29,-10,9.22,656.17,0.02,2058.7,,,1200
7315.2,0.3,0.09,100040,189.31,0.71,0.5,1,1.76,0.02,0.12,-10,2.66,466.34,0.01,92.32,,,100.04
7315.2,0.3,0.17,200010,127.33,0.76,0.64,1,2.3,0.03,0.18,-10,3.56,500.4,0.01,211.29,,,200.01
7315.2,0.3,0.26,300000,105.68,0.79,0.74,1,2.68,0.03,0.22,-10,4.25,523.63,0.01,332.65,,,300
7315.2,0.3,0.34,400000,94.55,0.82,0.79,1,2.99,0.04,0.25,-10,4.85,540.98,0.01,458.55,,,400
7315.2,0.3,0.43,500000,87.87,0.85,0.83,1,3.29,0.04,0.26,-10,5.43,555.23,0.01,594.25,,,500
7315.2,0.3,0.51,600000,83.67,0.87,0.87,1,3.58,0.05,0.28,-10,6,568,0.02,744.73,,,600
7315.2,0.3,0.6,700000,81.24,0.89,0.9,1,3.84,0.06,0.29,-10,6.56,581.26,0.02,907.45,,,700
7315.2,0.3,0.69,800000,79.98,0.91,0.93,1,4.09,0.06,0.29,-10,7.1,595.39,0.02,1081.81,,,800
7315.2,0.3,0.77,900000,79.3,0.93,0.96,1,4.33,0.07,0.29,-10,7.64,608.98,0.02,1268.13,,,900
7315.2,0.3,0.86,1000000,79.21,0.95,1,1,4.56,0.08,0.29,-10,8.19,622.65,0.02,1471.77,,,1000
7315.2,0.3,0.94,1100000,79.61,0.97,1.03,1,4.79,0.09,0.29,-10,8.74,637.06,0.02,1690.67,,,1100
7315.2,0.3,1.03,1200000,80.55,0.99,1.05,1,4.98,0.1,0.29,-10,9.27,653.36,0.02,1920.58,,,1200
7315.2,0.4,0.08,100040,186.62,0.7,0.49,1,1.77,0.02,0.12,-10,2.67,467.41,0.01,38.17,,,100.04
7315.2,0.4,0.17,200010,125.62,0.75,0.63,1,2.31,0.03,0.18,-10,3.57,501.27,0.01,140.97,,,200.01
7315.2,0.4,0.25,300000,104.38,0.79,0.72,1,2.7,0.03,0.22,-10,4.26,524.43,0.01,250.99,,,300
7315.2,0.4,0.33,400000,93.51,0.82,0.78,1,3.01,0.04,0.25,-10,4.87,542.02,0.01,367.58,,,400
7315.2,0.4,0.41,500000,87.01,0.84,0.82,1,3.3,0.04,0.27,-10,5.44,556.48,0.01,494.59,,,500
7315.2,0.4,0.5,600000,82.91,0.87,0.86,1,3.59,0.05,0.28,-10,6.01,569.23,0.02,636.56,,,600
7315.2,0.4,0.58,700000,80.31,0.89,0.89,1,3.87,0.06,0.29,-10,6.58,581.29,0.02,792.66,,,700
7315.2,0.4,0.66,800000,79.07,0.91,0.92,1,4.12,0.06,0.29,-10,7.13,595.16,0.02,959.62,,,800
7315.2,0.4,0.75,900000,78.43,0.93,0.95,1,4.36,0.07,0.3,-10,7.67,608.65,0.02,1139.06,,,900
7315.2,0.4,0.83,1000000,78.33,0.95,0.98,1,4.6,0.08,0.3,-10,8.22,621.88,0.02,1336.41,,,1000
7315.2,0.4,0.91,1100000,78.73,0.96,1.01,1,4.84,0.09,0.29,-10,8.79,635.63,0.02,1552.58,,,1100
7315.2,0.4,0.99,1200000,79.52,0.98,1.04,1,5.06,0.1,0.29,-10,9.34,650.35,0.02,1781.52,,,1200
7315.2,0.4,1.08,1300000,80.77,1,1.07,1,5.25,0.1,0.29,-10,9.88,666.58,0.02,2025.15,,,1300
7315.2,0.5,0.16,200010,123.41,0.75,0.61,1,2.33,0.02,0.19,-10,3.58,502.41,0.01,69.56,,,200.01
7315.2,0.5,0.24,300000,102.71,0.79,0.7,1,2.72,0.03,0.23,-10,4.28,525.47,0.01,168.23,,,300
7315.2,0.5,0.32,400000,92.13,0.82,0.76,1,3.03,0.04,0.25,-10,4.88,543.28,0.01,275.53,,,400
7315.2,0.5,0.4,500000,85.87,0.84,0.81,1,3.32,0.04,0.27,-10,5.46,557.95,0.01,393.98,,,500
7315.2,0.5,0.48,600000,81.93,0.86,0.85,1,3.61,0.05,0.28,-10,6.03,570.99,0.02,527.03,,,600
7315.2,0.5,0.56,700000,79.37,0.89,0.88,1,3.9,0.06,0.29,-10,6.6,582.82,0.02,675.08,,,700
7315.2,0.5,0.64,800000,77.96,0.91,0.91,1,4.16,0.06,0.3,-10,7.16,595.16,0.02,836.96,,,800
7315.2,0.5,0.72,900000,77.42,0.92,0.94,1,4.41,0.07,0.3,-10,7.71,608.49,0.02,1011.51,,,900
7315.2,0.5,0.79,1000000,77.31,0.94,0.97,1,4.65,0.08,0.3,-10,8.27,621.52,0.02,1201.09,,,1000
7315.2,0.5,0.87,1100000,77.62,0.96,1,1,4.9,0.09,0.3,-10,8.84,634.39,0.02,1410.53,,,1100
7315.2,0.5,0.95,1200000,78.3,0.98,1.03,1,5.13,0.09,0.3,-10,9.41,647.74,0.02,1636.59,,,1200
7315.2,0.5,1.03,1300000,79.42,0.99,1.06,1,5.35,0.1,0.29,-10,9.97,662.37,0.02,1879.88,,,1300
7315.2,0.6,0.23,300000,100.64,0.78,0.67,1,2.74,0.03,0.23,-10,4.29,526.69,0.01,83.92,,,300
7315.2,0.6,0.3,400000,90.43,0.81,0.74,1,3.06,0.04,0.26,-10,4.9,544.6,0.01,182.02,,,400
7315.2,0.6,0.38,500000,84.39,0.84,0.79,1,3.35,0.04,0.27,-10,5.48,559.58,0.01,291.46,,,500
7315.2,0.6,0.46,600000,80.71,0.86,0.83,1,3.64,0.05,0.29,-10,6.05,572.93,0.01,416.99,,,600
7315.2,0.6,0.53,700000,78.28,0.88,0.86,1,3.92,0.05,0.3,-10,6.62,584.93,0.02,556.8,,,700
7315.2,0.6,0.61,800000,76.75,0.9,0.89,1,4.2,0.06,0.3,-10,7.2,596.18,0.02,711.38,,,800
7315.2,0.6,0.69,900000,76.1,0.92,0.92,1,4.46,0.07,0.3,-10,7.76,608.41,0.02,879.12,,,900
7315.2,0.6,0.76,1000000,76.11,0.94,0.95,1,4.71,0.08,0.3,-10,8.33,621.31,0.02,1064.7,,,1000
7315.2,0.6,0.84,1100000,76.44,0.95,0.98,1,4.96,0.08,0.3,-10,8.9,633.94,0.02,1267.3,,,1100
7315.2,0.6,0.91,1200000,77.08,0.97,1.01,1,5.21,0.09,0.3,-10,9.48,646.45,0.02,1489.17,,,1200
7315.2,0.6,0.99,1300000,78.05,0.99,1.04,1,5.45,0.1,0.3,-10,10.07,659.41,0.02,1731.93,,,1300
7315.2,0.6,1.07,1400000,79.45,1,1.07,1,5.68,0.11,0.29,-10,10.66,673.7,0.02,1994.9,,,1400
7620,0,0.09,100040,188.51,0.71,0.52,1,1.7,0.02,0.12,-10,2.58,463.09,0.01,249.26,,,100.04
7620,0,0.19,200010,127.18,0.76,0.67,1,2.23,0.03,0.18,-10,3.46,497.98,0.01,415.86,,,200.01
7620,0,0.28,300000,105.64,0.8,0.76,1,2.6,0.03,0.22,-10,4.14,521.05,0.01,570.99,,,300
7620,0,0.37,400000,94.53,0.83,0.81,1,2.91,0.04,0.25,-10,4.74,538.15,0.01,726.78,,,400
7620,0,0.46,500000,87.94,0.85,0.85,1,3.2,0.04,0.26,-10,5.31,552.42,0.02,892.43,,,500
7620,0,0.56,600000,83.99,0.88,0.89,1,3.48,0.05,0.28,-10,5.88,566.17,0.02,1070.77,,,600
7620,0,0.65,700000,81.97,0.9,0.92,1,3.73,0.06,0.28,-10,6.42,581.48,0.02,1258.3,,,700
7620,0,0.74,800000,80.79,0.92,0.95,1,3.97,0.06,0.29,-10,6.96,596.19,0.02,1457.94,,,800
7620,0,0.83,900000,80.35,0.94,0.99,1,4.2,0.07,0.29,-10,7.5,611.12,0.02,1669.89,,,900
7620,0,0.93,1000000,80.6,0.96,1.02,1,4.42,0.08,0.29,-10,8.03,627.21,0.02,1896.14,,,1000
7620,0,1.02,1100000,81.44,0.98,1.05,1,4.61,0.09,0.28,-10,8.55,644.95,0.02,2132.39,,,1100
7620,0.1,0.09,100040,188.17,0.71,0.52,1,1.71,0.02,0.12,-10,2.58,463.28,0.01,197.63,,,100.04
7620,0.1,0.18,200010,126.94,0.76,0.67,1,2.23,0.03,0.18,-10,3.46,498.08,0.01,348.5,,,200.01
7620,0.1,0.28,300000,105.48,0.8,0.76,1,2.6,0.03,0.22,-10,4.14,521.21,0.01,492.66,,,300
7620,0.1,0.37,400000,94.4,0.83,0.81,1,2.91,0.04,0.25,-10,4.74,538.32,0.01,638.78,,,400
7620,0.1,0.46,500000,87.82,0.85,0.85,1,3.21,0.04,0.26,-10,5.31,552.58,0.02,795.54,,,500
7620,0.1,0.55,600000,83.85,0.88,0.89,1,3.49,0.05,0.28,-10,5.88,566.17,0.02,965.73,,,600
7620,0.1,0.64,700000,81.84,0.9,0.92,1,3.74,0.06,0.28,-10,6.42,581.44,0.02,1145.94,,,700
7620,0.1,0.74,800000,80.66,0.92,0.95,1,3.98,0.06,0.29,-10,6.96,596.12,0.02,1338.42,,,800
7620,0.1,0.83,900000,80.21,0.94,0.99,1,4.21,0.07,0.29,-10,7.5,610.91,0.02,1543.82,,,900
7620,0.1,0.92,1000000,80.45,0.96,1.02,1,4.43,0.08,0.29,-10,8.04,626.78,0.02,1764.43,,,1000
7620,0.1,1.01,1100000,81.27,0.98,1.05,1,4.62,0.09,0.29,-10,8.56,644.34,0.02,1995.61,,,1100
7620,0.2,0.09,100040,187.15,0.71,0.51,1,1.71,0.02,0.12,-10,2.59,463.84,0.01,145.99,,,100.04
7620,0.2,0.18,200010,126.25,0.76,0.66,1,2.23,0.03,0.18,-10,3.47,498.45,0.01,281.17,,,200.01
7620,0.2,0.27,300000,104.93,0.8,0.75,1,2.61,0.03,0.22,-10,4.15,521.56,0.01,414.06,,,300
7620,0.2,0.36,400000,93.98,0.83,0.81,1,2.92,0.04,0.25,-10,4.74,538.81,0.01,550.97,,,400
7620,0.2,0.45,500000,87.46,0.85,0.84,1,3.21,0.04,0.27,-10,5.32,553.06,0.02,698.94,,,500
7620,0.2,0.54,600000,83.46,0.88,0.88,1,3.5,0.05,0.28,-10,5.89,566.31,0.02,861.2,,,600
7620,0.2,0.63,700000,81.44,0.9,0.91,1,3.75,0.06,0.28,-10,6.43,581.32,0.02,1034.59,,,700
7620,0.2,0.73,800000,80.29,0.92,0.95,1,3.99,0.06,0.29,-10,6.98,595.95,0.02,1220.21,,,800
7620,0.2,0.82,900000,79.8,0.94,0.98,1,4.23,0.07,0.29,-10,7.52,610.32,0.02,1419.51,,,900
7620,0.2,0.91,1000000,80,0.96,1.02,1,4.45,0.08,0.29,-10,8.06,625.63,0.02,1635.48,,,1000
7620,0.2,1,1100000,80.8,0.98,1.04,1,4.65,0.09,0.29,-10,8.59,642.75,0.02,1862.68,,,1100
7620,0.2,1.09,1200000,82.04,1,1.07,1,4.83,0.1,0.28,-10,9.11,661.35,0.02,2101.69,,,1200
7620,0.3,0.09,100040,185.41,0.7,0.5,1,1.72,0.02,0.13,-10,2.59,464.74,0.01,94.07,,,100.04
7620,0.3,0.18,200010,125.1,0.76,0.65,1,2.24,0.03,0.19,-10,3.47,499.04,0.01,213.55,,,200.01
7620,0.3,0.27,300000,104.03,0.79,0.74,1,2.62,0.03,0.22,-10,4.15,522.12,0.01,335.41,,,300
7620,0.3,0.35,400000,93.28,0.82,0.8,1,2.93,0.04,0.25,-10,4.75,539.58,0.01,463.03,,,400
7620,0.3,0.44,500000,86.88,0.85,0.84,1,3.22,0.04,0.27,-10,5.33,553.98,0.01,602.17,,,500
7620,0.3,0.53,600000,82.88,0.87,0.88,1,3.51,0.05,0.28,-10,5.9,566.96,0.02,756.27,,,600
7620,0.3,0.62,700000,80.79,0.9,0.91,1,3.77,0.06,0.29,-10,6.45,581.27,0.02,923.28,,,700
7620,0.3,0.71,800000,79.69,0.92,0.94,1,4.02,0.06,0.29,-10,7,595.79,0.02,1102.24,,,800
7620,0.3,0.8,900000,79.19,0.94,0.97,1,4.26,0.07,0.29,-10,7.54,609.83,0.02,1295.18,,,900
7620,0.3,0.88,1000000,79.35,0.95,1.01,1,4.49,0.08,0.29,-10,8.09,624.57,0.02,1506.28,,,1000
7620,0.3,0.97,1100000,80.04,0.97,1.04,1,4.7,0.09,0.29,-10,8.63,640.53,0.02,1731.16,,,1100
7620,0.3,1.06,1200000,81.21,0.99,1.06,1,4.89,0.1,0.29,-10,9.17,658.06,0.02,1968.88,,,1200
7620,0.4,0.09,100040,182.9,0.7,0.49,1,1.73,0.02,0.13,-10,2.6,465.9,0.01,41.61,,,100.04
7620,0.4,0.17,200010,123.47,0.75,0.63,1,2.26,0.02,0.19,-10,3.48,499.86,0.01,145.28,,,200.01
7620,0.4,0.26,300000,102.79,0.79,0.73,1,2.63,0.03,0.23,-10,4.16,522.94,0.01,256.06,,,300
7620,0.4,0.34,400000,92.27,0.82,0.78,1,2.94,0.04,0.25,-10,4.76,540.6,0.01,374.54,,,400
7620,0.4,0.43,500000,86.05,0.85,0.83,1,3.24,0.04,0.27,-10,5.34,555.23,0.01,504.95,,,500
7620,0.4,0.51,600000,82.15,0.87,0.86,1,3.53,0.05,0.28,-10,5.91,568.25,0.02,650.58,,,600
7620,0.4,0.6,700000,79.89,0.89,0.9,1,3.8,0.06,0.29,-10,6.48,581.24,0.02,811.35,,,700
7620,0.4,0.68,800000,78.83,0.91,0.93,1,4.05,0.06,0.29,-10,7.03,595.56,0.02,983.83,,,800
7620,0.4,0.77,900000,78.38,0.93,0.96,1,4.29,0.07,0.3,-10,7.58,609.47,0.02,1170.29,,,900
7620,0.4,0.86,1000000,78.46,0.95,0.99,1,4.53,0.08,0.3,-10,8.14,623.25,0.02,1376.74,,,1000
7620,0.4,0.94,1100000,79.04,0.97,1.03,1,4.76,0.09,0.29,-10,8.69,637.92,0.02,1599.08,,,1100
7620,0.4,1.03,1200000,80.14,0.99,1.05,1,4.97,0.1,0.29,-10,9.24,654.31,0.02,1835.55,,,1200
7620,0.5,0.16,200010,121.3,0.75,0.62,1,2.28,0.02,0.19,-10,3.49,500.94,0.01,75.97,,,200.01
7620,0.5,0.25,300000,101.16,0.79,0.71,1,2.65,0.03,0.23,-10,4.18,523.97,0.01,175.66,,,300
7620,0.5,0.33,400000,90.96,0.82,0.77,1,2.96,0.04,0.25,-10,4.78,541.91,0.01,285.06,,,400
7620,0.5,0.41,500000,84.97,0.84,0.81,1,3.26,0.04,0.27,-10,5.35,556.78,0.01,406.86,,,500
7620,0.5,0.49,600000,81.21,0.87,0.85,1,3.55,0.05,0.29,-10,5.93,569.91,0.02,544.07,,,600
7620,0.5,0.57,700000,78.83,0.89,0.89,1,3.83,0.06,0.29,-10,6.5,581.99,0.02,696.87,,,700
7620,0.5,0.66,800000,77.71,0.91,0.92,1,4.09,0.06,0.3,-10,7.06,595.43,0.02,863.23,,,800
7620,0.5,0.74,900000,77.31,0.93,0.94,1,4.34,0.07,0.3,-10,7.61,609.16,0.02,1042.97,,,900
7620,0.5,0.82,1000000,77.44,0.94,0.98,1,4.58,0.08,0.3,-10,8.18,622.69,0.02,1244.38,,,1000
7620,0.5,0.9,1100000,77.93,0.96,1.01,1,4.83,0.09,0.3,-10,8.75,636.2,0.02,1462.95,,,1100
7620,0.5,0.99,1200000,78.86,0.98,1.04,1,5.06,0.09,0.29,-10,9.33,650.6,0.02,1699.46,,,1200
7620,0.5,1.07,1300000,80.33,1,1.07,1,5.26,0.1,0.29,-10,9.89,667.07,0.02,1955.51,,,1300
7620,0.6,0.16,200010,118.75,0.74,0.59,1,2.3,0.02,0.2,-10,3.51,502.44,0.01,5.35,,,200.01
7620,0.6,0.24,300000,99.17,0.78,0.68,1,2.67,0.03,0.23,-10,4.19,525.21,0.01,93.81,,,300
7620,0.6,0.31,400000,89.31,0.81,0.75,1,2.99,0.04,0.26,-10,4.8,543.27,0.01,194.08,,,400
