Altitude,Mach,CL,CD Total,LOD
30000,0.7,0.101569024,0.021415155,4.74285729
30000,0.7,0.203138048,0.021619457,9.396075396
30000,0.7,0.304707071,0.022717971,13.41260058
30000,0.7,0.406276095,0.024729646,16.42870646
30000,0.7,0.507845119,0.027693293,18.33819904
30000,0.7,0.609414143,0.031719618,19.21253096
30000,0.7,0.710983166,0.036835353,19.30165203
30000,0.7,0.81255219,0.043077173,18.86270926
30000,0.7,0.914121214,0.050481229,18.10814103
30000,0.7,1.218828285,0.079972079,15.24067275
30000,0.7,1.439390485,0.108422306,13.27577819
30000,0.75,0,0.023313668,0
30000,0.75,0.101569024,0.022636165,4.48702437
30000,0.75,0.203138048,0.02283867,8.894478006
30000,0.75,0.304707071,0.023927276,12.73471627
30000,0.75,0.406276095,0.025918681,15.67502972
30000,0.75,0.507845119,0.028976696,17.52598429
30000,0.75,0.609414143,0.03334638,18.27527135
30000,0.75,0.710983166,0.038771159,18.33793945
30000,0.75,0.81255219,0.045310695,17.93290061
30000,0.75,0.914121214,0.052993152,17.24979888
30000,0.75,1.218828285,0.082846685,14.71185341
30000,0.75,1.439390485,0.111051011,12.96152527
30000,0.775,0,0.024102817,0
30000,0.775,0.101569024,0.02356491,4.310180858
30000,0.775,0.203138048,0.023766939,8.547085007
30000,0.775,0.304707071,0.024850827,12.26144591
30000,0.775,0.406276095,0.026832073,15.14143521
30000,0.775,0.507845119,0.029930744,16.9673403
30000,0.775,0.609414143,0.034510536,17.65878522
30000,0.775,0.710983166,0.040180726,17.69463215
30000,0.775,0.81255219,0.046922829,17.31677751
30000,0.775,0.914121214,0.054691516,16.71413193
